0.000000,4.582576
1.000000,4.516636
2.000000,4.449719
3.000000,4.381780
4.000000,4.312772
5.000000,4.242641
6.000000,4.171331
7.000000,4.098780
8.000000,4.024922
9.000000,3.949684
10.000000,3.872983
11.000000,3.949684
12.000000,4.024922
13.000000,4.098780
14.000000,4.171331
15.000000,4.242641
16.000000,4.312772
17.000000,4.381780
18.000000,4.449719
19.000000,4.516636
20.000000,4.582576
20.000000,3.000000
21.000000,2.898275
22.000000,2.792848
23.000000,2.683282
24.000000,2.569047
25.000000,2.449490
26.000000,2.323790
27.000000,2.190890
28.000000,2.049390
29.000000,1.897367
30.000000,1.732051
31.000000,1.897367
32.000000,2.049390
33.000000,2.190890
34.000000,2.323790
35.000000,2.449490
36.000000,2.569047
37.000000,2.683282
38.000000,2.792848
39.000000,2.898275
40.000000,3.000000
41.000000,3.000000
42.000000,3.000000
43.000000,3.000000
44.000000,3.000000
45.000000,3.000000
46.000000,3.000000
47.000000,3.000000
48.000000,3.000000
49.000000,3.000000
50.000000,3.000000
51.000000,3.000000
52.000000,3.000000
53.000000,3.000000
54.000000,3.000000
55.000000,3.000000
56.000000,3.000000
57.000000,3.000000
58.000000,3.000000
59.000000,3.000000
60.000000,3.000000
60.000000,3.464102
61.000000,3.464102
62.000000,3.464102
63.000000,3.464102
64.000000,3.464102
65.000000,3.464102
66.000000,3.464102
67.000000,3.464102
68.000000,3.464102
69.000000,3.464102
70.000000,3.464102
71.000000,3.464102
72.000000,3.464102
73.000000,3.464102
74.000000,3.464102
75.000000,3.464102
76.000000,3.464102
77.000000,3.464102
78.000000,3.464102
79.000000,3.464102
80.000000,3.464102
81.000000,3.376389
82.000000,3.286335
83.000000,3.193744
84.000000,3.098387
85.000000,3.000000
86.000000,2.898275
87.000000,2.792848
88.000000,2.683282
89.000000,2.569047
90.000000,2.449490
91.000000,2.569047
92.000000,2.683282
93.000000,2.792848
94.000000,2.898275
95.000000,3.000000
96.000000,3.098387
97.000000,3.193744
98.000000,3.286335
99.000000,3.376389
100.000000,3.464102
